Date & time of file creation	11/23/2021 11:57 AM																																													
Raw data file path	C:\Users\New User\Desktop\MR Data 2021\Static MR_11_14_2021\MMR_29_LF_11.23.2021_raw.txt																																													
Data file path	C:\Users\New User\Desktop\MR Data 2021\Static MR_11_14_2021\MMR_29_LF_11.23.2021.txt																																													
																																														
																																														
CALIBRATION DATA																																														
Parameter/Channel	N moving average	LO input	HI input	LO value	HI value	LO cal temp [°C]	HI cal temp [°C]																																							
Chamber 1	1	59.0000	29.4200	0.00	100.00	22.15	16.82																																							
Chamber 2	1	59.5300	29.4000	0.00	100.00	22.15	16.82																																							
Chamber 3	1	59.5000	29.3300	0.00	100.00	22.20	16.82																																							
Chamber 4	1	59.5000	29.2200	0.00	100.00	22.21	16.82																																							
Chamber 5	1	58.0000	28.7700	0.00	100.00	21.97	16.82																																							
Chamber 6	1	58.1000	28.4900	0.00	100.00	21.80	16.81																																							
Chamber 7	1	58.3000	28.7300	0.00	100.00	21.70	16.82																																							
Chamber 8	1	58.3600	28.6200	0.00	100.00	21.60	16.82																																							
																																														
																																														
Ambient temp N°1	1	0.0000	0.0000	0.00	0.00	Not used	Not used																																							
																																														
																																														
																																														
																																														
																																														
EXPERIMENT DATA																																														
Parameter/Channel	Chamber vol [mL]	Tube vol [mL]	Wet weight [g]	Density [kg/L]	Fish length [cm]	Fish width [cm]	Fish depth [cm]	Cross section area [cm2]																																						
Chamber 1	270	47	18.97	1.03	0	Not used	Not used	Not used																																						
Chamber 2	270	47	18.378	1.02	Not used	Not used	Not used	Not used																																						
Chamber 3	270	47	20.466	1	Not used	Not used	Not used	Not used																																						
Chamber 4	270	47	14.936	1	Not used	Not used	Not used	Not used																																						
Chamber 5	270	47	20.52	1	0	Not used	Not used	Not used																																						
Chamber 6	270	47	19.998	1	Not used	Not used	Not used	Not used																																						
Chamber 7	270	47	20.4767	1.05	Not used	Not used	Not used	Not used																																						
Chamber 8	270	47	19.38	0.99	Not used	Not used	Not used	Not used																																						
																																														
																																														
																																														
																																														
Date &Time [DD-MM-YYYY/HH:MM:SS]	Phase	Barometric pressure [hPa]	Salinity [‰]	CH1 O2 input [phase]	CH1 temp (°C)	CH1 O2 [%air sat.]	CH2 O2 input [phase]	CH2 temp (°C)	CH2 O2 [%air sat.]	CH3 O2 input [phase]	CH3 temp (°C)	CH3 O2 [%air sat.]	CH4 O2 input [phase]	CH4 temp (°C)	CH4 O2 [%air sat.]	CH5 O2 input [phase]	CH5 temp (°C)	CH5 O2 [%air sat.]	CH6 O2 input [phase]	CH6 temp (°C)	CH6 O2 [%air sat.]	CH7 O2 input [phase]	CH7 temp (°C)	CH7 O2 [%air sat.]	CH8 O2 input [phase]	CH8 temp (°C)	CH8 O2 [%air sat.]	CH1 Velocity input [V]	CH1 Velocity [cm/s]	CH5 Velocity input [V]	CH5 Velocity [cm/s]	AMB temp N°1 input [V]	AMB temp N°1 [°C]	AMB temp N°1 relay	AMB temp N°2 input [V]	AMB temp N°2 [°C]	AMB temp N°2 relay	AMB O2 N°1 input (V)	AMB O2 N°1 temp (°C)	AMB O2 N°1 [%air sat.]	AMB O2 N°1 relay	AMB O2 N°2 input (V)	AMB O2 N°2 temp (°C)	AMB O2 N°2 [%air sat.]	AMB O2 N°2 relay	User event
11/23/2021/11:57:54 AM	Flush	1013.0	0.0	27.7900	28.97	92.42	27.7900	28.97	92.74	27.7200	28.97	92.82	27.5600	28.97	93.40	27.0800	28.97	92.94	26.9400	28.97	92.17	27.1400	28.97	92.37	27.0700	28.97	92.22	NaN	NaN	NaN	NaN	28.9700	28.97	Heating	NaN	NaN	OFF	NaN	0.00	NaN	OFF	NaN	0.00	NaN	OFF	
11/23/2021/11:57:55 AM	Flush	1013.0	0.0	27.8100	28.97	92.25	27.7900	28.97	92.74	27.7200	28.97	92.82	27.6000	28.97	93.05	27.0800	28.97	92.94	26.9300	28.97	92.26	27.1400	28.97	92.37	27.0750	28.97	92.18	NaN	NaN	NaN	NaN	28.9700	28.97	Heating	NaN	NaN	OFF	NaN	0.00	NaN	OFF	NaN	0.00	NaN	OFF	
11/23/2021/11:57:56 AM	F1   	1013.0	0.0	27.8100	28.97	92.25	27.8400	28.97	92.31	27.7100	28.97	92.90	27.5800	28.97	93.23	27.0850	28.97	92.90	26.9350	28.97	92.22	27.1600	28.97	92.20	27.0850	28.97	92.09	NaN	NaN	NaN	NaN	28.9700	28.97	Heating	NaN	NaN	OFF	NaN	0.00	NaN	OFF	NaN	0.00	NaN	OFF	
11/23/2021/11:57:57 AM	F1   	1013.0	0.0	27.8100	28.97	92.25	27.7800	28.97	92.83	27.7200	28.97	92.82	27.6500	28.97	92.62	27.0850	28.97	92.90	26.9450	28.97	92.13	27.1600	28.97	92.20	27.0800	28.97	92.14	NaN	NaN	NaN	NaN	28.9700	28.97	Heating	NaN	NaN	OFF	NaN	0.00	NaN	OFF	NaN	0.00	NaN	OFF	
11/23/2021/11:57:58 AM	F1   	1013.0	0.0	27.8300	28.97	92.07	27.8100	28.97	92.57	27.7300	28.97	92.73	27.5500	28.97	93.49	27.0950	28.97	92.81	26.9300	28.97	92.26	27.1600	28.97	92.20	27.0700	28.97	92.22	NaN	NaN	NaN	NaN	28.9700	28.97	Heating	NaN	NaN	OFF	NaN	0.00	NaN	OFF	NaN	0.00	NaN	OFF	
11/23/2021/11:57:59 AM	F1   	1013.0	0.0	27.7900	28.97	92.42	27.8200	28.97	92.48	27.7100	28.97	92.90	27.5400	28.97	93.58	27.1150	28.97	92.63	26.9300	28.97	92.26	27.1750	28.97	92.07	27.0750	28.97	92.18	NaN	NaN	NaN	NaN	28.9700	28.97	Heating	NaN	NaN	OFF	NaN	0.00	NaN	OFF	NaN	0.00	NaN	OFF	
