Date & time of file creation	11/15/2021 5:01 PM																																													
Raw data file path	C:\Users\New User\Desktop\MR Data 2021\Static MR_11_14_2021\tempchange_27_29_11.15.2021_raw.txt																																													
Data file path	C:\Users\New User\Desktop\MR Data 2021\Static MR_11_14_2021\tempchange_27_29_11.15.2021.txt																																													
																																														
																																														
CALIBRATION DATA																																														
Parameter/Channel	N moving average	LO input	HI input	LO value	HI value	LO cal temp [°C]	HI cal temp [°C]																																							
Chamber 1	1	59.0000	29.4200	0.00	100.00	22.15	16.82																																							
Chamber 2	1	59.5300	29.4000	0.00	100.00	22.15	16.82																																							
Chamber 3	1	59.5000	29.3300	0.00	100.00	22.20	16.82																																							
Chamber 4	1	59.5000	29.2500	0.00	100.00	22.21	16.82																																							
Chamber 5	1	58.0000	28.7700	0.00	100.00	21.97	16.82																																							
Chamber 6	1	58.1000	28.4900	0.00	100.00	21.80	16.81																																							
Chamber 7	1	58.3000	28.7300	0.00	100.00	21.70	16.82																																							
Chamber 8	1	58.3600	28.6200	0.00	100.00	21.60	16.82																																							
																																														
																																														
Ambient temp N°1	1	0.0000	0.0000	0.00	0.00	Not used	Not used																																							
																																														
																																														
																																														
																																														
																																														
EXPERIMENT DATA																																														
Parameter/Channel	Chamber vol [mL]	Tube vol [mL]	Wet weight [g]	Density [kg/L]	Fish length [cm]	Fish width [cm]	Fish depth [cm]	Cross section area [cm2]																																						
Chamber 1	270	47	18.16	1	0	Not used	Not used	Not used																																						
Chamber 2	270	47	16.05	1	Not used	Not used	Not used	Not used																																						
Chamber 3	270	47	21.85	0.971	Not used	Not used	Not used	Not used																																						
Chamber 4	270	47	13.35	0.99	Not used	Not used	Not used	Not used																																						
Chamber 5	270	47	13.9	0.99	0	Not used	Not used	Not used																																						
Chamber 6	270	47	20.63	0.98	Not used	Not used	Not used	Not used																																						
Chamber 7	270	47	18.830	0.97	Not used	Not used	Not used	Not used																																						
Chamber 8	270	47	13.07	1	Not used	Not used	Not used	Not used																																						
																																														
																																														
																																														
																																														
Date &Time [DD-MM-YYYY/HH:MM:SS]	Phase	Barometric pressure [hPa]	Salinity [‰]	CH1 O2 input [phase]	CH1 temp (°C)	CH1 O2 [%air sat.]	CH2 O2 input [phase]	CH2 temp (°C)	CH2 O2 [%air sat.]	CH3 O2 input [phase]	CH3 temp (°C)	CH3 O2 [%air sat.]	CH4 O2 input [phase]	CH4 temp (°C)	CH4 O2 [%air sat.]	CH5 O2 input [phase]	CH5 temp (°C)	CH5 O2 [%air sat.]	CH6 O2 input [phase]	CH6 temp (°C)	CH6 O2 [%air sat.]	CH7 O2 input [phase]	CH7 temp (°C)	CH7 O2 [%air sat.]	CH8 O2 input [phase]	CH8 temp (°C)	CH8 O2 [%air sat.]	CH1 Velocity input [V]	CH1 Velocity [cm/s]	CH5 Velocity input [V]	CH5 Velocity [cm/s]	AMB temp N°1 input [V]	AMB temp N°1 [°C]	AMB temp N°1 relay	AMB temp N°2 input [V]	AMB temp N°2 [°C]	AMB temp N°2 relay	AMB O2 N°1 input (V)	AMB O2 N°1 temp (°C)	AMB O2 N°1 [%air sat.]	AMB O2 N°1 relay	AMB O2 N°2 input (V)	AMB O2 N°2 temp (°C)	AMB O2 N°2 [%air sat.]	AMB O2 N°2 relay	User event
11/15/2021/5:02:18 PM	Flush	1013.0	0.0	28.0800	27.07	93.10	28.1500	27.07	92.75	28.0300	27.07	93.25	27.9400	27.07	93.43	27.4300	27.07	93.08	27.2400	27.07	92.68	27.4600	27.07	92.74	27.4300	27.07	92.21	NaN	NaN	NaN	NaN	27.0700	27.07	OFF	NaN	NaN	OFF	NaN	0.00	NaN	OFF	NaN	0.00	NaN	OFF	
11/15/2021/5:02:19 PM	Flush	1013.0	0.0	28.0800	27.07	93.10	28.1200	27.07	93.01	28.0500	27.07	93.07	27.8700	27.07	94.04	27.4050	27.07	93.30	27.2338	27.07	92.74	27.4662	27.07	92.68	27.4300	27.07	92.21	NaN	NaN	NaN	NaN	27.0700	27.07	OFF	NaN	NaN	OFF	NaN	0.00	NaN	OFF	NaN	0.00	NaN	OFF	
