Date & time of file creation	10/30/2021 1:00 PM																																													
Raw data file path	C:\Users\New User\Desktop\MR Data 2021\Static MR_10.24.2021\MMR_25_LF_10.30.2021_raw.txt																																													
Data file path	C:\Users\New User\Desktop\MR Data 2021\Static MR_10.24.2021\MMR_25_LF_10.30.2021.txt																																													
																																														
																																														
CALIBRATION DATA																																														
Parameter/Channel	N moving average	LO input	HI input	LO value	HI value	LO cal temp [°C]	HI cal temp [°C]																																							
Chamber 1	1	56.0000	28.6500	0.00	100.00	21.91	20.65																																							
Chamber 2	1	56.0000	28.6700	0.00	100.00	21.91	20.65																																							
Chamber 3	1	56.0000	28.6200	0.00	100.00	21.91	20.65																																							
Chamber 4	1	56.0000	28.4500	0.00	100.00	21.91	20.65																																							
Chamber 5	1	60.3900	27.7800	0.00	100.00	20.00	20.00																																							
Chamber 6	1	60.3900	27.7000	0.00	100.00	20.00	20.00																																							
Chamber 7	1	60.3900	27.7700	0.00	100.00	20.00	20.00																																							
Chamber 8	1	60.3900	27.7000	0.00	100.00	20.00	20.00																																							
																																														
																																														
Ambient temp N°1	1	0.0000	0.0000	0.00	0.00	Not used	Not used																																							
																																														
																																														
																																														
																																														
																																														
EXPERIMENT DATA																																														
Parameter/Channel	Chamber vol [mL]	Tube vol [mL]	Wet weight [g]	Density [kg/L]	Fish length [cm]	Fish width [cm]	Fish depth [cm]	Cross section area [cm2]																																						
Chamber 1	270	47	14.15	1.01	0	Not used	Not used	Not used																																						
Chamber 2	270	47	17.66	0.981	Not used	Not used	Not used	Not used																																						
Chamber 3	270	47	14.82	0.988	Not used	Not used	Not used	Not used																																						
Chamber 4	270	47	17.080	1	Not used	Not used	Not used	Not used																																						
Chamber 5	270	47	18.09	1	0	Not used	Not used	Not used																																						
Chamber 6	270	47	18.23	0.98	Not used	Not used	Not used	Not used																																						
Chamber 7	270	47	18.490	99	Not used	Not used	Not used	Not used																																						
Chamber 8	270	47	14.87	0.99	Not used	Not used	Not used	Not used																																						
																																														
																																														
																																														
																																														
Date &Time [DD-MM-YYYY/HH:MM:SS]	Phase	Barometric pressure [hPa]	Salinity [‰]	CH1 O2 input [phase]	CH1 temp (°C)	CH1 O2 [%air sat.]	CH2 O2 input [phase]	CH2 temp (°C)	CH2 O2 [%air sat.]	CH3 O2 input [phase]	CH3 temp (°C)	CH3 O2 [%air sat.]	CH4 O2 input [phase]	CH4 temp (°C)	CH4 O2 [%air sat.]	CH5 O2 input [phase]	CH5 temp (°C)	CH5 O2 [%air sat.]	CH6 O2 input [phase]	CH6 temp (°C)	CH6 O2 [%air sat.]	CH7 O2 input [phase]	CH7 temp (°C)	CH7 O2 [%air sat.]	CH8 O2 input [phase]	CH8 temp (°C)	CH8 O2 [%air sat.]	CH1 Velocity input [V]	CH1 Velocity [cm/s]	CH5 Velocity input [V]	CH5 Velocity [cm/s]	AMB temp N°1 input [V]	AMB temp N°1 [°C]	AMB temp N°1 relay	AMB temp N°2 input [V]	AMB temp N°2 [°C]	AMB temp N°2 relay	AMB O2 N°1 input (V)	AMB O2 N°1 temp (°C)	AMB O2 N°1 [%air sat.]	AMB O2 N°1 relay	AMB O2 N°2 input (V)	AMB O2 N°2 temp (°C)	AMB O2 N°2 [%air sat.]	AMB O2 N°2 relay	User event
10/30/2021/1:01:49 PM	Flush	1013.0	0.0	28.5200	24.99	92.02	28.6100	24.99	91.41	28.4600	24.99	92.29	28.3800	24.99	91.62	27.7500	24.99	92.13	27.7300	24.99	91.65	27.7400	24.99	92.14	27.7200	24.99	91.74	NaN	NaN	NaN	NaN	24.9900	24.99	OFF	NaN	NaN	OFF	NaN	0.00	NaN	OFF	NaN	0.00	NaN	OFF	
10/30/2021/1:01:50 PM	Flush	1013.0	0.0	28.5200	24.98	92.03	28.6175	24.98	91.36	28.4525	24.98	92.37	28.3875	24.98	91.57	27.7500	24.98	92.14	27.7225	24.98	91.73	27.7550	24.98	92.02	27.7350	24.98	91.62	NaN	NaN	NaN	NaN	24.9825	24.98	OFF	NaN	NaN	OFF	NaN	0.00	NaN	OFF	NaN	0.00	NaN	OFF	
