Date & time of file creation	8/26/2021 4:58 PM																																																																
Data file path	C:\Users\New User\Desktop\MR Data 2021\Static MR_8.23.2021\SMR_25_LF_8.26.2021.txt																																																																
Raw data file path	C:\Users\New User\Desktop\MR Data 2021\Static MR_8.23.2021\SMR_25_LF_8.26.2021_raw.txt																																																																
																																																																	
																																																																	
Parameter/Chamber	Wet weight [g]	Resp. volume [mL]	Fish length [cm]	Fractional error [%]	Chamber notes																																																												
Chamber 1	5.15	73.00000000000001	0																																																														
Chamber 2	4.66	73.47572815533981																																																															
Chamber 3	5.110	73.03883495145632																																																															
Chamber 4	4.92	72.97959183673471																																																															
Chamber 5	5.4	72.48979591836736	0																																																														
Chamber 6	5.41	72.4795918367347																																																															
Chamber 7	3.27	74.73000000000002																																																															
Chamber 8	5.14	73.0097087378641																																																															
																																																																	
																																																																	
