Date & time of file creation	8/19/2021 4:59 PM																																																																
Data file path	C:\Users\New User\Desktop\MR Data 2021\Static MR_8.16.2021\SMR_21.2_BC_8.19.2021.txt																																																																
Raw data file path	C:\Users\New User\Desktop\MR Data 2021\Static MR_8.16.2021\SMR_21.2_BC_8.19.2021_raw.txt																																																																
																																																																	
																																																																	
Parameter/Chamber	Wet weight [g]	Resp. volume [mL]	Fish length [cm]	Fractional error [%]	Chamber notes																																																												
Chamber 1	2.59	75.41929055400558	13.6																																																														
Chamber 2	4.42	73.49898167006111																																																															
Chamber 3	4.63	73.50485436893206																																																															
Chamber 4	4.390	73.73786407766991																																																															
Chamber 5	4.28	73.76237623762377	10																																																														
Chamber 6	4.88	73.00000000000001																																																															
Chamber 7	4.24	73.74724172517554																																																															
Chamber 8	4.97	73.00000000000001																																																															
																																																																	
																																																																	
Date &Time [DD-MM-YYYY/HH:MM:SS]	Time [sec]	Loop	Phase time [s]	CH 1 MO2 [mgO2/kg/hr]	CH 1 slope [%air sat./hr]	CH 1 R^2	CH 1 max O2 [%air sat.]	CH 1 min O2 [%air sat.]	CH 1 avg O2 [%air sat.]	CH 1 avg temp [°C]	CH 2 MO2 [mgO2/kg/hr]	CH 2 slope [%air sat./hr]	CH 2 R^2	CH 2 max O2 [%air sat.]	CH 2 min O2 [%air sat.]	CH 2 avg O2 [%air sat.]	CH 2 avg temp [°C]	CH 3 MO2 [mgO2/kg/hr]	CH 3 slope [%air sat./hr]	CH 3 R^2	CH 3 max O2 [%air sat.]	CH 3 min O2 [%air sat.]	CH 3 avg O2 [%air sat.]	CH 3 avg temp [°C]	CH 4 MO2 [mgO2/kg/hr]	CH 4 slope [%air sat./hr]	CH 4 R^2	CH 4 max O2 [%air sat.]	CH 4 min O2 [%air sat.]	CH 4 avg O2 [%air sat.]	CH 4 avg temp [°C]	CH 5 MO2 [mgO2/kg/hr]	CH 5 slope [%air sat./hr]	CH 5 R^2	CH 5 max O2 [%air sat.]	CH 5 min O2 [%air sat.]	CH 5 avg O2 [%air sat.]	CH 5 avg temp [°C]	CH 6 MO2 [mgO2/kg/hr]	CH 6 slope [%air sat./hr]	CH 6 R^2	CH 6 max O2 [%air sat.]	CH 6 min O2 [%air sat.]	CH 6 avg O2 [%air sat.]	CH 6 avg temp [°C]	CH 7 MO2 [mgO2/kg/hr]	CH 7 slope [%air sat./hr]	CH 7 R^2	CH 7 max O2 [%air sat.]	CH 7 min O2 [%air sat.]	CH 7 avg O2 [%air sat.]	CH 7 avg temp [°C]	CH 8 MO2 [mgO2/kg/hr]	CH 8 slope [%air sat./hr]	CH 8 R^2	CH 8 max O2 [%air sat.]	CH 8 min O2 [%air sat.]	CH 8 avg O2 [%air sat.]	CH 8 avg temp [°C]	AMB temp N°1 avg temp [°C]	AMB temp N°1 setpoint [°C]	AMB temp N°1 hysteresis [°C]	AMB temp N°2 avg temp [°C]	AMB temp N°2 setpoint [°C]	AMB temp N°2 hysteresis [°C]
8/19/2021/5:11:14 PM	660	1	F480/W60/M120	375.1	-145.949	0.943	95.16	90.43	92.39	21.04	299.0	-203.138	0.987	94.05	86.85	90.48	21.04	126.0	-90.497	0.954	94.53	91.10	93.19	21.04	182.0	-122.970	0.985	94.12	90.24	92.23	21.04	181.0	-121.021	0.941	93.90	89.59	91.97	20.98	187.8	-143.933	0.974	92.65	87.35	90.16	20.98	303.8	-199.016	0.989	93.96	87.19	90.53	20.98	461.4	-355.157	0.981	92.71	81.55	87.84	20.98	21.03	21.00	0.10	20.98	21.00	0.10
8/19/2021/5:22:14 PM	1320	2	F480/W60/M120	322.7	-125.194	0.863	94.76	90.76	92.48	21.00	232.7	-157.845	0.979	93.94	88.72	91.37	21.00	148.6	-105.863	0.967	94.83	91.01	93.10	21.00	184.2	-123.868	0.970	94.23	89.87	92.35	21.00	191.6	-126.738	0.967	94.08	89.66	92.06	20.94	204.7	-155.423	0.981	93.73	88.13	90.97	20.94	316.8	-206.134	0.988	94.08	87.40	90.74	20.94	347.7	-267.228	0.991	92.83	84.16	88.73	20.94	21.01	21.00	0.10	20.96	21.00	0.10
8/19/2021/5:33:14 PM	1980	3	F480/W60/M120	263.2	-101.394	0.947	95.00	91.55	93.50	21.00	239.1	-161.200	0.980	94.02	88.50	91.29	21.00	164.8	-116.425	0.954	94.54	90.47	92.77	21.00	145.3	-97.053	0.973	94.33	90.98	92.76	21.00	178.6	-117.384	0.968	94.00	90.08	92.17	20.94	171.4	-129.582	0.979	93.72	89.24	91.40	20.94	286.5	-185.733	0.987	94.14	88.17	91.22	20.94	268.6	-206.045	0.982	92.89	86.02	89.24	20.94	21.01	21.00	0.10	20.95	21.00	0.10
8/19/2021/5:44:14 PM	2640	4	F480/W60/M120	156.6	-61.873	0.913	94.89	92.58	93.69	21.00	245.4	-166.971	0.980	94.34	88.67	91.51	21.00	197.9	-141.270	0.988	94.30	89.65	91.93	21.00	166.8	-112.871	0.979	94.52	90.62	92.61	21.00	154.1	-102.745	0.945	93.61	89.89	92.09	20.94	196.6	-149.791	0.958	93.93	88.51	91.70	20.94	272.0	-177.743	0.979	94.17	87.80	91.23	20.94	271.0	-209.111	0.987	92.87	86.08	89.36	20.94	21.03	21.00	0.10	20.97	21.00	0.10
8/19/2021/5:55:14 PM	3300	5	F480/W60/M120	176.8	-68.937	0.900	95.03	92.36	93.69	21.01	239.4	-162.209	0.977	94.05	88.81	91.57	21.01	221.5	-157.225	0.966	94.05	88.91	91.67	21.01	147.3	-99.138	0.958	94.70	91.46	93.15	21.01	165.9	-109.867	0.953	93.76	89.56	92.00	20.95	166.7	-126.826	0.977	93.67	89.22	91.42	20.95	254.2	-165.745	0.985	94.40	88.91	91.87	20.95	193.5	-149.553	0.976	93.50	88.57	91.01	20.95	21.01	21.00	0.10	20.96	21.00	0.10
8/19/2021/6:06:14 PM	3960	6	F480/W60/M120	183.5	-71.160	0.933	95.31	92.52	94.04	21.02	247.6	-167.447	0.980	94.28	88.41	91.53	21.02	155.9	-110.574	0.969	93.86	90.35	92.25	21.02	192.9	-129.260	0.957	94.06	89.68	92.34	21.02	168.4	-111.052	0.969	93.82	89.84	91.76	20.96	192.7	-145.840	0.978	93.27	88.36	90.91	20.96	233.6	-152.002	0.978	94.26	89.19	91.81	20.96	178.1	-137.377	0.963	94.07	89.33	91.87	20.96	21.02	21.00	0.10	20.97	21.00	0.10
8/19/2021/6:17:14 PM	4620	7	F480/W60/M120	264.8	-103.068	0.950	95.06	91.45	93.27	21.01	232.6	-157.935	0.976	94.23	88.31	91.27	21.01	181.3	-129.134	0.962	94.28	90.10	92.29	21.01	193.3	-130.086	0.941	93.79	88.66	91.60	21.01	167.9	-111.927	0.967	93.49	89.43	91.53	20.96	182.3	-139.258	0.978	93.30	88.41	90.89	20.96	140.0	-93.031	0.893	95.16	91.54	93.49	20.96	172.2	-134.074	0.979	93.83	89.28	91.60	20.96	21.02	21.00	0.10	20.96	21.00	0.10
8/19/2021/6:28:14 PM	5280	8	F480/W60/M120	165.1	-63.786	0.908	94.86	92.41	93.68	21.02	250.0	-168.804	0.982	93.79	87.93	90.84	21.02	153.1	-108.362	0.958	94.06	90.07	92.31	21.02	210.3	-140.639	0.971	94.21	89.46	92.16	21.02	200.2	-131.518	0.947	94.00	89.67	92.04	20.96	196.9	-148.854	0.978	93.59	88.47	90.97	20.96	193.9	-126.279	0.968	94.70	90.28	92.64	20.96	167.6	-129.256	0.963	94.16	89.14	91.98	20.96	21.01	21.00	0.10	20.95	21.00	0.10
8/19/2021/6:39:14 PM	5940	9	F480/W60/M120	267.8	-103.413	0.970	94.75	91.08	92.99	21.00	240.3	-162.306	0.987	94.22	88.54	91.41	21.00	218.9	-154.914	0.976	94.13	89.37	91.97	21.00	215.7	-144.245	0.960	94.14	89.02	92.10	21.00	598.3	-390.053	0.995	91.28	78.14	84.90	20.95	170.9	-129.331	0.961	93.60	88.91	91.56	20.95	203.4	-132.343	0.972	94.40	90.02	92.40	20.95	236.7	-181.815	0.957	93.91	87.49	91.12	20.95	21.02	21.00	0.10	20.96	21.00	0.10
8/19/2021/6:50:14 PM	6600	10	F480/W60/M120	243.1	-94.127	0.961	94.84	91.01	92.88	21.02	251.3	-169.963	0.966	94.14	88.16	91.48	21.02	176.6	-125.263	0.952	93.79	89.71	91.71	21.02	320.6	-214.525	0.995	93.15	85.94	89.59	21.02	560.0	-365.119	0.995	90.42	78.43	84.23	20.97	176.7	-133.564	0.968	93.84	89.19	91.69	20.97	179.3	-116.704	0.961	94.34	90.18	92.48	20.97	283.1	-217.070	0.952	92.03	84.34	87.62	20.97	21.03	21.00	0.10	20.98	21.00	0.10
8/19/2021/7:01:14 PM	7260	11	F480/W60/M120	268.1	-103.919	0.968	94.49	90.69	92.72	20.99	225.1	-152.470	0.982	94.16	88.84	91.44	20.99	241.9	-171.518	0.993	93.35	87.63	90.36	20.99	163.4	-109.770	0.972	94.05	90.46	92.48	20.99	205.4	-134.986	0.966	90.51	85.83	88.09	20.94	207.2	-156.687	0.984	93.77	88.47	91.13	20.94	234.3	-152.477	0.948	94.43	89.41	92.39	20.94	413.9	-317.048	0.994	90.95	80.24	85.79	20.94	21.03	21.00	0.10	20.97	21.00	0.10
8/19/2021/7:12:14 PM	7920	12	F480/W60/M120	221.5	-86.314	0.952	94.79	91.71	93.11	21.03	225.9	-153.304	0.983	94.82	89.67	92.19	21.03	134.8	-96.229	0.960	94.10	90.85	92.50	21.03	157.4	-106.100	0.980	94.06	90.47	92.41	21.03	212.4	-140.361	0.982	93.89	89.05	91.64	20.97	183.9	-140.046	0.973	93.58	88.63	91.36	20.97	190.8	-125.204	0.958	94.19	89.90	92.39	20.97	380.3	-292.247	0.992	92.44	83.19	87.72	20.97	21.02	21.00	0.10	20.98	21.00	0.10
8/19/2021/7:23:14 PM	8580	13	F480/W60/M120	224.8	-87.748	0.958	94.91	92.11	93.36	21.00	265.0	-179.866	0.979	94.36	87.99	91.35	21.00	239.1	-170.030	0.947	94.51	89.30	92.39	21.00	210.2	-141.509	0.977	93.95	88.74	91.89	21.00	187.0	-123.774	0.971	93.84	88.98	91.20	20.95	172.4	-131.292	0.975	93.41	89.17	91.44	20.95	181.4	-119.082	0.956	94.27	90.18	92.51	20.95	326.8	-251.325	0.984	91.95	83.70	87.83	20.95	21.02	21.00	0.10	20.97	21.00	0.10
8/19/2021/7:34:14 PM	9240	14	F480/W60/M120	179.0	-69.552	0.931	94.77	92.07	93.65	21.02	546.5	-369.123	0.982	93.83	82.44	88.47	21.02	208.6	-147.965	0.974	94.65	90.09	92.62	21.02	157.1	-105.476	0.976	94.20	90.59	92.51	21.02	225.2	-147.762	0.971	93.72	88.81	91.60	20.96	182.9	-138.385	0.980	93.46	88.86	91.41	20.96	220.0	-143.104	0.983	94.46	89.78	92.18	20.96	326.3	-250.240	0.986	93.53	85.67	89.77	20.96	21.00	21.00	0.10	20.95	21.00	0.10
8/19/2021/7:45:14 PM	9900	15	F480/W60/M120	252.6	-97.432	0.948	94.48	91.16	92.93	21.02	283.1	-191.046	0.976	94.09	87.89	91.05	21.02	211.6	-149.590	0.986	93.99	89.01	91.38	21.02	144.2	-96.404	0.979	94.11	90.88	92.62	21.02	274.6	-179.929	0.989	93.90	87.88	90.99	20.97	186.9	-141.427	0.971	93.66	88.76	91.40	20.97	184.3	-120.166	0.963	94.56	89.99	92.35	20.97	67.2	-52.715	0.894	93.74	91.59	92.73	20.97	21.01	21.00	0.10	20.96	21.00	0.10
8/19/2021/7:56:14 PM	10560	16	F480/W60/M120	280.4	-108.582	0.963	94.80	91.20	93.06	21.02	233.0	-157.727	0.952	94.49	89.32	92.14	21.02	137.9	-97.972	0.977	93.81	90.30	91.99	21.02	200.3	-134.310	0.982	93.80	89.57	91.82	21.02	224.9	-147.654	0.980	93.28	88.68	90.87	20.97	187.2	-141.647	0.975	93.72	88.65	91.39	20.97	179.6	-117.126	0.955	94.75	90.26	92.68	20.97	89.1	-69.419	0.809	94.35	91.29	93.29	20.97	21.03	21.00	0.10	20.98	21.00	0.10
8/19/2021/8:07:14 PM	11220	17	F480/W60/M120	235.1	-91.066	0.964	94.79	91.48	93.06	20.99	157.4	-106.668	0.950	93.95	89.59	91.88	20.99	195.8	-138.805	0.968	93.55	89.07	91.05	20.99	340.9	-228.071	0.976	93.95	86.36	90.79	20.99	172.4	-114.114	0.974	94.03	89.98	92.03	20.94	166.0	-126.310	0.963	93.87	89.16	91.67	20.94	258.8	-168.687	0.951	94.51	89.16	92.22	20.94	262.6	-202.236	0.842	94.02	87.06	91.16	20.94	21.01	21.00	0.10	20.96	21.00	0.10
