Date & time of file creation	8/19/2021 12:59 PM																																																																
Data file path	C:\Users\New User\Desktop\MR Data 2021\Static MR_8.16.2021\tempchange_25_21_LF_8.19.2021.txt																																																																
Raw data file path	C:\Users\New User\Desktop\MR Data 2021\Static MR_8.16.2021\tempchange_25_21_LF_8.19.2021_raw.txt																																																																
																																																																	
																																																																	
Parameter/Chamber	Wet weight [g]	Resp. volume [mL]	Fish length [cm]	Fractional error [%]	Chamber notes																																																												
Chamber 1	2.59	75.41929055400558	13.6																																																														
Chamber 2	4.42	73.49898167006111																																																															
Chamber 3	4.63	73.50485436893206																																																															
Chamber 4	4.390	73.73786407766991																																																															
Chamber 5	4.28	73.76237623762377	10																																																														
Chamber 6	4.88	73.00000000000001																																																															
Chamber 7	4.24	73.74724172517554																																																															
Chamber 8	4.97	73.00000000000001																																																															
																																																																	
																																																																	
Date &Time [DD-MM-YYYY/HH:MM:SS]	Time [sec]	Loop	Phase time [s]	CH 1 MO2 [mgO2/kg/hr]	CH 1 slope [%air sat./hr]	CH 1 R^2	CH 1 max O2 [%air sat.]	CH 1 min O2 [%air sat.]	CH 1 avg O2 [%air sat.]	CH 1 avg temp [°C]	CH 2 MO2 [mgO2/kg/hr]	CH 2 slope [%air sat./hr]	CH 2 R^2	CH 2 max O2 [%air sat.]	CH 2 min O2 [%air sat.]	CH 2 avg O2 [%air sat.]	CH 2 avg temp [°C]	CH 3 MO2 [mgO2/kg/hr]	CH 3 slope [%air sat./hr]	CH 3 R^2	CH 3 max O2 [%air sat.]	CH 3 min O2 [%air sat.]	CH 3 avg O2 [%air sat.]	CH 3 avg temp [°C]	CH 4 MO2 [mgO2/kg/hr]	CH 4 slope [%air sat./hr]	CH 4 R^2	CH 4 max O2 [%air sat.]	CH 4 min O2 [%air sat.]	CH 4 avg O2 [%air sat.]	CH 4 avg temp [°C]	CH 5 MO2 [mgO2/kg/hr]	CH 5 slope [%air sat./hr]	CH 5 R^2	CH 5 max O2 [%air sat.]	CH 5 min O2 [%air sat.]	CH 5 avg O2 [%air sat.]	CH 5 avg temp [°C]	CH 6 MO2 [mgO2/kg/hr]	CH 6 slope [%air sat./hr]	CH 6 R^2	CH 6 max O2 [%air sat.]	CH 6 min O2 [%air sat.]	CH 6 avg O2 [%air sat.]	CH 6 avg temp [°C]	CH 7 MO2 [mgO2/kg/hr]	CH 7 slope [%air sat./hr]	CH 7 R^2	CH 7 max O2 [%air sat.]	CH 7 min O2 [%air sat.]	CH 7 avg O2 [%air sat.]	CH 7 avg temp [°C]	CH 8 MO2 [mgO2/kg/hr]	CH 8 slope [%air sat./hr]	CH 8 R^2	CH 8 max O2 [%air sat.]	CH 8 min O2 [%air sat.]	CH 8 avg O2 [%air sat.]	CH 8 avg temp [°C]	AMB temp N°1 avg temp [°C]	AMB temp N°1 setpoint [°C]	AMB temp N°1 hysteresis [°C]	AMB temp N°2 avg temp [°C]	AMB temp N°2 setpoint [°C]	AMB temp N°2 hysteresis [°C]
8/19/2021/1:11:02 PM	660	1	F480/W60/M120	298.9	-130.074	0.970	93.78	88.94	91.44	24.48	292.6	-217.860	0.986	92.17	85.31	88.83	24.48	197.7	-156.166	0.954	92.52	87.24	89.53	24.48	269.4	-199.115	0.991	91.12	84.29	87.77	24.48	281.0	-203.422	0.982	92.04	85.18	88.86	24.40	216.6	-181.557	0.973	91.93	85.36	88.78	24.40	281.3	-201.919	0.983	92.36	85.45	88.98	24.40	322.6	-271.105	0.991	91.24	81.89	86.58	24.40	24.74	21.00	0.10	24.67	21.00	0.10
8/19/2021/1:22:02 PM	1320	2	F480/W60/M120	347.6	-143.499	0.966	94.58	89.36	92.01	24.09	293.3	-211.334	0.985	92.58	85.57	89.22	24.09	220.2	-166.464	0.962	92.31	87.07	89.96	24.09	263.6	-188.223	0.987	91.80	85.33	88.59	24.09	273.2	-190.908	0.989	92.36	85.96	89.13	24.02	205.5	-165.741	0.965	91.94	85.99	89.11	24.02	300.8	-208.063	0.987	92.58	86.00	89.33	24.02	263.0	-215.266	0.989	91.29	83.96	87.49	24.02	24.20	21.00	0.10	24.13	21.00	0.10
8/19/2021/1:33:02 PM	1980	3	F480/W60/M120	323.8	-133.429	0.962	94.32	89.46	92.02	24.08	295.3	-212.512	0.974	92.77	85.42	89.30	24.08	219.5	-165.697	0.941	93.03	87.33	90.66	24.08	245.7	-175.190	0.981	92.08	86.07	89.18	24.08	293.5	-204.540	0.982	92.13	85.64	89.04	24.02	222.3	-178.664	0.971	92.48	86.15	89.13	24.02	290.9	-200.911	0.977	93.22	85.84	89.68	24.02	301.9	-246.374	0.993	92.26	83.88	87.89	24.02	24.09	21.00	0.10	24.03	21.00	0.10
8/19/2021/1:44:02 PM	2640	4	F480/W60/M120	328.9	-135.731	0.963	94.62	89.58	91.87	24.06	271.6	-195.668	0.981	92.98	85.69	89.06	24.06	237.0	-178.937	0.970	92.71	86.95	90.12	24.06	279.0	-198.939	0.993	92.29	85.46	88.77	24.06	254.9	-178.349	0.976	93.10	86.71	89.94	24.01	197.6	-159.543	0.969	92.59	86.81	89.69	24.01	294.9	-204.107	0.986	92.86	85.94	89.45	24.01	267.2	-218.785	0.989	92.19	85.07	88.62	24.01	24.07	21.00	0.10	24.02	21.00	0.10
8/19/2021/1:55:02 PM	3300	5	F480/W60/M120	334.0	-137.417	0.968	94.25	89.48	92.08	24.00	277.0	-199.125	0.981	92.53	85.60	89.02	24.00	158.2	-119.511	0.952	92.52	88.17	90.60	24.00	325.3	-231.285	0.982	92.36	84.73	88.93	24.00	256.5	-179.079	0.963	92.48	85.82	89.79	23.95	196.8	-158.578	0.966	92.34	86.65	89.66	23.95	271.3	-187.563	0.980	92.78	86.26	89.67	23.95	290.4	-237.118	0.994	92.46	84.21	88.31	23.95	24.02	21.00	0.10	23.97	21.00	0.10
8/19/2021/2:06:02 PM	3960	6	F480/W60/M120	327.3	-138.846	0.951	94.48	89.31	92.20	23.88	254.5	-186.915	0.980	92.77	86.23	89.50	23.88	160.7	-125.516	0.949	93.64	89.35	91.83	23.88	337.3	-243.522	0.994	91.89	84.03	87.94	23.88	244.9	-175.185	0.959	93.33	86.97	90.39	23.81	176.6	-146.691	0.960	92.48	86.99	89.67	23.81	254.4	-180.088	0.975	92.85	86.52	89.70	23.81	288.3	-239.317	0.986	92.68	84.15	88.54	23.81	23.98	21.00	0.10	23.92	21.00	0.10
8/19/2021/2:17:02 PM	4620	7	F480/W60/M120	336.0	-141.364	0.932	94.23	89.51	92.05	23.34	260.9	-189.944	0.970	92.62	85.82	89.63	23.34	199.6	-153.440	0.925	93.39	88.13	91.30	23.34	272.8	-196.372	0.990	92.02	85.90	88.94	23.34	253.0	-178.902	0.949	93.31	86.93	90.63	23.26	220.9	-179.927	0.969	92.85	86.55	89.93	23.26	237.4	-166.809	0.977	92.80	86.92	90.13	23.26	251.7	-207.646	0.985	92.12	85.46	88.72	23.26	23.57	21.00	0.10	23.50	21.00	0.10
8/19/2021/2:28:02 PM	5280	8	F480/W60/M120	299.1	-121.126	0.961	94.43	89.77	92.22	23.08	263.1	-185.950	0.973	92.91	86.62	90.02	23.08	197.2	-146.262	0.961	93.49	88.62	91.18	23.08	251.9	-176.343	0.983	93.27	87.19	90.40	23.08	203.4	-139.859	0.942	93.21	87.32	90.37	23.02	199.8	-157.939	0.970	93.12	87.24	90.25	23.02	267.1	-181.293	0.978	93.34	87.11	90.17	23.02	252.9	-203.031	0.987	92.83	85.53	89.31	23.02	23.15	21.00	0.10	23.09	21.00	0.10
8/19/2021/2:39:02 PM	5940	9	F480/W60/M120	240.8	-97.929	0.930	95.11	91.16	93.20	23.06	268.3	-189.704	0.980	92.94	86.57	89.96	23.06	111.1	-83.051	0.913	93.62	90.50	92.17	23.06	255.7	-179.101	0.984	92.95	86.90	90.21	23.06	460.2	-313.662	0.980	92.80	83.07	88.15	23.00	200.1	-158.290	0.974	92.71	87.35	89.93	23.00	249.9	-169.860	0.977	93.64	87.73	90.70	23.00	280.7	-225.188	0.980	92.86	85.71	89.52	23.00	23.09	21.00	0.10	23.03	21.00	0.10
8/19/2021/2:50:03 PM	6600	10	F480/W60/M120	229.3	-93.424	0.929	94.24	90.68	92.71	23.04	241.7	-171.149	0.975	93.55	87.23	90.29	23.04	176.1	-130.974	0.977	93.91	89.51	91.76	23.04	277.5	-194.315	0.991	93.14	86.68	89.95	23.04	331.9	-226.880	0.973	92.11	84.70	88.90	22.99	199.6	-157.980	0.971	92.72	87.27	90.23	22.99	277.9	-188.650	0.984	93.83	87.41	90.45	22.99	249.2	-200.160	0.987	93.50	85.96	89.75	22.99	23.06	21.00	0.10	23.01	21.00	0.10
8/19/2021/3:01:02 PM	7260	11	F480/W60/M120	245.9	-99.806	0.949	94.14	90.57	92.33	23.05	258.3	-182.524	0.980	93.49	86.94	90.42	23.05	146.4	-108.875	0.958	93.78	89.96	92.04	23.05	263.1	-184.060	0.992	93.19	86.99	90.12	23.05	654.1	-444.911	0.995	88.52	73.97	81.34	23.00	196.8	-155.927	0.957	93.47	87.93	90.79	23.00	256.8	-174.674	0.982	93.42	87.51	90.38	23.00	261.9	-210.388	0.987	92.70	84.89	88.96	23.00	23.05	21.00	0.10	23.00	21.00	0.10
8/19/2021/3:12:02 PM	7920	12	F480/W60/M120	224.1	-94.612	0.925	94.08	90.69	92.53	22.64	250.0	-179.465	0.965	93.37	86.88	90.15	22.64	170.8	-129.999	0.915	93.68	89.06	91.72	22.64	270.8	-192.020	0.991	92.84	86.75	89.90	22.64	670.4	-455.770	0.996	87.60	72.65	80.32	22.57	168.1	-136.592	0.955	92.99	88.18	90.43	22.57	253.4	-175.127	0.983	93.08	87.32	90.24	22.57	298.6	-241.644	0.983	92.30	84.21	88.86	22.57	22.84	21.00	0.10	22.78	21.00	0.10
8/19/2021/3:23:03 PM	8580	13	F480/W60/M120	267.1	-109.193	0.942	94.17	90.39	92.57	22.20	242.9	-171.495	0.980	93.21	87.39	90.22	22.20	159.3	-119.107	0.957	93.73	89.97	91.99	22.20	361.5	-250.858	0.973	92.98	85.57	89.58	22.20	368.3	-249.507	0.993	90.90	82.46	86.56	22.13	154.7	-123.229	0.958	93.08	88.81	90.91	22.13	206.9	-141.110	0.980	93.43	88.22	90.83	22.13	385.6	-305.445	0.988	91.05	79.91	85.05	22.13	22.39	21.00	0.10	22.32	21.00	0.10
8/19/2021/3:34:02 PM	9240	14	F480/W60/M120	265.0	-106.754	0.956	94.67	90.86	92.83	22.12	243.8	-170.446	0.978	93.41	87.46	90.68	22.12	141.4	-104.520	0.932	93.97	90.58	92.36	22.12	228.1	-158.027	0.978	93.00	87.76	90.66	22.12	229.9	-156.261	0.975	93.96	87.91	91.02	22.06	180.8	-141.909	0.960	93.14	88.35	90.82	22.06	231.6	-156.024	0.976	94.05	88.63	91.45	22.06	214.5	-170.688	0.987	92.54	86.65	89.65	22.06	22.16	21.00	0.10	22.10	21.00	0.10
8/19/2021/3:45:02 PM	9900	15	F480/W60/M120	259.1	-104.662	0.946	94.45	90.73	92.85	22.12	250.7	-175.403	0.977	93.83	87.87	90.68	22.12	139.0	-103.058	0.899	94.41	90.66	93.06	22.12	258.8	-179.237	0.985	93.52	87.67	90.94	22.12	290.8	-197.378	0.986	93.76	87.38	90.70	22.06	146.3	-116.216	0.936	94.24	89.89	92.12	22.06	212.5	-144.088	0.977	93.67	88.73	91.20	22.06	230.2	-183.549	0.987	92.78	86.61	89.67	22.06	22.12	21.00	0.10	22.07	21.00	0.10
