Date & time of file creation	11/9/2021 9:00 PM																																																													
Data file path	C:\Users\New User\Desktop\MR Data 2021\Static_MR_11.7.2021\SMR_23_BC_11.9.2021.txt																																																													
Raw data file path	C:\Users\New User\Desktop\MR Data 2021\Static_MR_11.7.2021\SMR_23_BC_11.9.2021_raw.txt																																																													
																																																														
																																																														
Parameter/Chamber	Wet weight [g]	Resp. volume [mL]	Fish length [cm]	Fractional error [%]	Chamber notes																																																									
Chamber 1	14.68	302.46534653465346	0																																																											
Chamber 2	10.81	305.969387755102																																																												
Chamber 3	10.42	306.0315789473684																																																												
Chamber 4	11.25	305.03191489361706																																																												
Chamber 5	14.36	302.4949494949495	0																																																											
Chamber 6	8.2	309.03883495145635																																																												
Chamber 7	11.76	305.4705882352941																																																												
Chamber 8	11.68	304.958762886598																																																												
																																																														
																																																														
Date &Time [DD-MM-YYYY/HH:MM:SS]	Time [sec]	Loop	Phase time [s]	CH 1 MO2 [mgO2/kg/hr]	CH 1 slope [%air sat./hr]	CH 1 R^2	CH 1 max O2 [%air sat.]	CH 1 min O2 [%air sat.]	CH 1 avg O2 [%air sat.]	CH 1 avg temp [°C]	CH 2 MO2 [mgO2/kg/hr]	CH 2 slope [%air sat./hr]	CH 2 R^2	CH 2 max O2 [%air sat.]	CH 2 min O2 [%air sat.]	CH 2 avg O2 [%air sat.]	CH 2 avg temp [°C]	CH 3 MO2 [mgO2/kg/hr]	CH 3 slope [%air sat./hr]	CH 3 R^2	CH 3 max O2 [%air sat.]	CH 3 min O2 [%air sat.]	CH 3 avg O2 [%air sat.]	CH 3 avg temp [°C]	CH 4 MO2 [mgO2/kg/hr]	CH 4 slope [%air sat./hr]	CH 4 R^2	CH 4 max O2 [%air sat.]	CH 4 min O2 [%air sat.]	CH 4 avg O2 [%air sat.]	CH 4 avg temp [°C]	CH 5 MO2 [mgO2/kg/hr]	CH 5 slope [%air sat./hr]	CH 5 R^2	CH 5 max O2 [%air sat.]	CH 5 min O2 [%air sat.]	CH 5 avg O2 [%air sat.]	CH 5 avg temp [°C]	CH 6 MO2 [mgO2/kg/hr]	CH 6 slope [%air sat./hr]	CH 6 R^2	CH 6 max O2 [%air sat.]	CH 6 min O2 [%air sat.]	CH 6 avg O2 [%air sat.]	CH 6 avg temp [°C]	CH 7 MO2 [mgO2/kg/hr]	CH 7 slope [%air sat./hr]	CH 7 R^2	CH 7 max O2 [%air sat.]	CH 7 min O2 [%air sat.]	CH 7 avg O2 [%air sat.]	CH 7 avg temp [°C]	CH 8 MO2 [mgO2/kg/hr]	CH 8 slope [%air sat./hr]	CH 8 R^2	CH 8 max O2 [%air sat.]	CH 8 min O2 [%air sat.]	CH 8 avg O2 [%air sat.]	CH 8 avg temp [°C]	AMB temp N°1 avg temp [°C]	AMB temp N°1 setpoint [°C]	AMB temp N°1 hysteresis [°C]
11/9/2021/9:12:06 PM	659	1	F480/W60/M120	546.4	-308.346	0.998	92.01	81.95	87.28	22.99	416.0	-170.478	0.997	91.82	86.25	88.94	22.99	536.1	-211.952	0.998	91.46	84.53	88.18	22.99	361.2	-154.430	0.988	92.58	87.45	89.84	22.99	435.7	-240.333	0.999	91.16	83.38	87.36	22.99	555.3	-170.906	0.993	91.87	86.01	89.03	22.99	527.9	-236.123	0.998	90.90	83.00	86.97	22.99	576.9	-256.786	0.998	90.49	82.03	86.29	22.99	22.99	0.00	0.00
11/9/2021/9:23:06 PM	1319	2	F480/W60/M120	503.3	-285.199	0.998	90.83	81.48	85.96	23.04	238.1	-98.288	0.989	92.91	89.40	91.18	23.04	584.8	-232.516	0.999	91.31	83.80	87.54	23.04	272.6	-117.461	0.984	92.92	88.87	91.00	23.04	416.8	-231.035	0.997	90.56	83.02	86.89	23.04	509.1	-157.768	0.988	92.20	86.90	89.73	23.04	442.7	-199.021	0.997	90.98	84.23	87.54	23.04	519.2	-232.199	0.998	91.42	83.47	87.34	23.04	23.02	0.00	0.00
